time,1,2,3
1640014079267,0.00316957,-0.00970139,0.0285169,
1640014079287,-0.00167808,-0.015091,0.0285169,
1640014079307,-0.00167808,-0.015091,-0.0183322,
1640014079327,-0.00633934,-0.015091,-0.0183322,
1640014079346,-0.00633934,-0.0163845,0.0387013,
1640014079366,-0.00633934,-0.0163845,0.0387013,
1640014079386,-0.00466126,-0.00258704,0.0387013,
1640014079406,-0.00466126,-0.00258704,-0.00475286,
1640014079427,0.00857678,-0.00258704,-0.00475286,
1640014079447,0.00857678,-0.00474282,0.00950571,
1640014079467,0.00857678,-0.00474282,0.00950571,
1640014079487,-0.00167808,-0.0114259,0.0273852,
1640014079507,-0.00167808,-0.0114259,0.0273852,
1640014079527,0.0082038,-0.017031,0.0273852,
1640014079547,0.0082038,-0.017031,-0.0124479,
1640014079567,-0.0027968,-0.017031,-0.0124479,
1640014079586,-0.0027968,-0.00431157,0.040512,
1640014079606,-0.0027968,-0.00431157,0.040512,
1640014079627,0.000932332,-0.00776111,0.040512,
1640014079646,0.000932332,-0.00776111,-0.0104109,
1640014079667,-0.00167808,-0.00776111,-0.0104109,
1640014079687,-0.00167808,-0.0112104,0.0133531,
1640014079706,-0.00167808,-0.0112104,0.0133531,
1640014079727,-0.00950891,-0.0107792,0.0323643,
1640014079747,-0.00950891,-0.0107792,0.0323643,
1640014079766,0.00354254,-0.00560509,0.0323643,
1640014079787,0.00354254,-0.00560509,-0.0129004,
1640014079807,0.000186386,-0.00560509,-0.0129004,
1640014079826,0.000186386,-0.00215579,0.0359854,
1640014079846,0.000186386,-0.00215579,0.0359854,
1640014079867,0.0027968,-0.015091,0.0359854,
1640014079886,0.0027968,-0.015091,-0.00248967,
1640014079906,0.000932332,-0.015091,-0.00248967,
1640014079926,0.000932332,-0.00625185,-0.00362114,
1640014079946,0.000932332,-0.00625185,-0.00362114,
1640014079966,-0.00391552,-0.00970139,0.0230851,
1640014079986,-0.00391552,-0.00970139,0.0230851,
1640014080007,-0.00149169,-0.0131507,0.0230851,
1640014080027,-0.00149169,-0.0131507,-0.00792126,
1640014080047,0.00354254,-0.0131507,-0.00792126,
1640014080067,0.00354254,-0.00366481,0.0253482,
1640014080087,0.00354254,-0.00366481,0.0253482,
1640014080107,-0.00466126,-0.00689861,0.0253482,
1640014080127,-0.00466126,-0.00689861,-0.0122214,
1640014080147,-0.000745746,-0.00689861,-0.0122214,
1640014080167,-0.000745746,-0.0103479,0.0135793,
1640014080187,-0.000745746,-0.0103479,0.0135793,
1640014080206,-0.00261041,-0.0146597,0.024443,
1640014080227,-0.00261041,-0.0146597,0.024443,
1640014080246,-0.00167808,-0.00905463,0.024443,
1640014080267,-0.00167808,-0.00905463,-0.00701604,
1640014080287,0.00186446,-0.00905463,-0.00701604,
1640014080307,0.00186446,-0.0101324,0.0364382,
1640014080326,0.00186446,-0.0101324,0.0364382,
1640014080347,-0.000559359,0.000646759,0.0364382,
1640014080367,-0.000559359,0.000646759,-0.00316865,
1640014080386,0.00559359,0.000646759,-0.00316865,
1640014080407,0.00559359,-0.00970139,0.00792126,
1640014080427,0.00559359,-0.00970139,0.00792126,
1640014080447,-0.00205105,-0.00905463,0.0301011,
1640014080467,-0.00205105,-0.00905463,0.0301011,
1640014080487,-0.00167808,-0.00819213,0.0301011,
1640014080507,-0.00167808,-0.00819213,-0.0176532,
1640014080526,-0.00298318,-0.00819213,-0.0176532,
1640014080547,-0.00298318,-0.000215509,0.0280642,
1640014080567,-0.00298318,-0.000215509,0.0280642,
1640014080587,0.00577998,-0.00927014,0.0280642,
1640014080607,0.00577998,-0.00927014,-0.0101847,
1640014080627,-0.00242382,-0.00927014,-0.0101847,
1640014080646,-0.00242382,-0.0107792,0.00633706,
1640014080667,-0.00242382,-0.0107792,0.00633706,
1640014080687,0.00186446,-0.00689861,0.0305538,
1640014080707,0.00186446,-0.00689861,0.0305538,
1640014080726,0.00596637,-0.014013,0.0305538,
1640014080746,0.00596637,-0.014013,-0.0142583,
1640014080766,0.00335616,-0.014013,-0.0142583,
1640014080786,0.00335616,-0.015522,0.0393803,
1640014080806,0.00335616,-0.015522,0.0393803,
1640014080826,0.00466126,-0.00474282,0.0393803,
1640014080846,0.00466126,-0.00474282,0.00181069,
1640014080866,0.0041019,-0.00474282,0.00181069,
1640014080886,0.0041019,-0.0146597,0.0165218,
1640014080907,0.0041019,-0.0146597,0.0165218,
1640014080927,-0.00335616,-0.018109,0.0337222,
1640014080947,-0.00335616,-0.018109,0.0337222,
1640014080967,0.000186386,-0.00603634,0.0337222,
1640014080987,0.000186386,-0.00603634,-0.0135793,
1640014081007,0.00205105,-0.00603634,-0.0135793,
1640014081026,0.00205105,-0.0112104,0.0296484,
1640014081047,0.00205105,-0.0112104,0.0296484,
1640014081067,0.000932332,-0.0125039,0.0296484,
1640014081086,0.000932332,-0.0125039,-0.00316865,
1640014081106,-0.0027968,-0.0125039,-0.00316865,
1640014081126,-0.0027968,-0.0112104,0.00452637,
1640014081146,-0.0027968,-0.0112104,0.00452637,
1640014081166,0.00615295,-0.00107801,0.034175,
1640014081186,0.00615295,-0.00107801,0.034175,
1640014081206,-0.00335616,-0.0125039,0.034175,
1640014081226,-0.00335616,-0.0125039,-0.0104109,
1640014081246,-0.011187,-0.0125039,-0.0104109,
1640014081266,-0.011187,-0.0131507,0.033496,
1640014081286,-0.011187,-0.0131507,0.033496,
1640014081307,0.00372893,-0.00452732,0.033496,
1640014081327,0.00372893,-0.00452732,0.00407388,
1640014081346,-0.00130511,-0.00452732,0.00407388,
1640014081366,-0.00130511,-0.00388056,0.00724228,
